state_code,state_name,district_code,district_name,subdistrict_code,subdistrict_name,village_code,village_name,pincode,source_file
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR,Nicobar,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN,North & Middle Andaman,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN,South Andaman,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR,Nicobar,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR,Nicobar,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR-CAR-NICOBAR,Car Nicobar,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR,Nicobar,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR-GREAT-NICOBAR,Great Nicobar,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR,Nicobar,ANDAMAN-AND-NICOBAR-ISLANDS-NICOBAR-NANCOWRY,Nancowry,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN,North & Middle Andaman,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN,North & Middle Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN-DIGLIPUR,Diglipur,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN,North & Middle Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN-MAYABUNDER,Mayabunder,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN,North & Middle Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-NORTH-AND-MIDDLE-ANDAMAN-RANGAT,Rangat,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN,South Andaman,,,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN,South Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN-FERRARGUNJ,Ferrargunj,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN,South Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN-LITTLE-ANDAMAN,Little Andaman,,,,geo-postal-raw-citypopulation.csv
ANDAMAN-AND-NICOBAR-ISLANDS,Andaman & Nicobar Islands,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN,South Andaman,ANDAMAN-AND-NICOBAR-ISLANDS-SOUTH-ANDAMAN-PORT-BLAIR,Port Blair,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANNAMAYYA,Annamayya,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-BAPATLA,Bapatla,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-CHITTOOR,Chittoor,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-DR-B-R-AMBEDKAR-KONASEEMA,Dr. B.R. Ambedkar Konaseema,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-EAST-GODAVARI,East Godavari,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ELURU,Eluru,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-GUNTUR,Guntur,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-KAKINADA,Kakinada,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-KRISHNA,Krishna,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-KURNOOL,Kurnool,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-NANDYAL,Nandyal,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-NTR,NTR,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-PALNADU,Palnadu,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-PARVATHIPURAM-MANYAM,Parvathipuram Manyam,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-PRAKASAM,Prakasam,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-SRIKAKULAM,Srikakulam,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-SRI-POTTI-SRIRAMULU-NELLORE,Sri Potti Sriramulu Nellore,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-SRI-SATHYA-SAI,Sri Sathya Sai,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-TIRUPATI,Tirupati,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-VISAKHAPATNAM,Visakhapatnam,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-VIZIANAGARAM,Vizianagaram,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-WEST-GODAVARI,West Godavari,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-Y-S-R,Y.S.R.,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-ADDATEEGALA,Addateegala,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-ANANTHAGIRI,Ananthagiri,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-ARAKU-VALLEY,Araku Valley,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-BHADRACHALAM,Bhadrachalam,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-CHINTAPALLE,Chintapalle,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-CHINTUR,Chintur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-DEVIPATNAM,Devipatnam,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-DUMBRIGUDA,Dumbriguda,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-GANGAVARAM,Gangavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-G-MADUGULA,G.Madugula,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-GUDEM-KOTHA-VEEDHI,Gudem Kotha Veedhi,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-HUKUMPETA,Hukumpeta,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-KOYYURU,Koyyuru,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-KUNAVARAM,Kunavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-MAREDUMILLI,Maredumilli,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-MUNCHINGI-PUTTU,Munchingi Puttu,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-PADERU,Paderu,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-PEDA-BAYALU,Peda Bayalu,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-RAJAVOMMANGI,Rajavommangi,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-RAMPACHODAVARAM,Rampachodavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-VARARAMACHANDRAPURAM,Vararamachandrapuram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU,Alluri Sitharama Raju,ANDHRA-PRADESH-ALLURI-SITHARAMA-RAJU-Y-RAMAVARAM,Y. Ramavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-ANAKAPALLE,Anakapalle,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-ATCHUTAPURAM,Atchutapuram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-BUTCHAYYAPETA,Butchayyapeta,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-CHEEDIKADA,Cheedikada,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-CHODAVARAM,Chodavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-DEVARAPALLE,Devarapalle,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-GOLUGONDA,Golugonda,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-KASIMKOTA,Kasimkota,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-K-KOTAPADU,K.Kotapadu,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-KOTAURATLA,Kotauratla,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-MADUGULA,Madugula,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-MAKAVARAPALEM,Makavarapalem,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-MUNAGAPAKA,Munagapaka,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-NAKKAPALLE,Nakkapalle,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-NARSIPATNAM,Narsipatnam,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-NATHAVARAM,Nathavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-PARAVADA,Paravada,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-PAYAKARAOPETA,Payakaraopeta,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-RAMBILLI,Rambilli,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-RAVIKAMATHAM,Ravikamatham,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-ROLUGUNTA,Rolugunta,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-SABBAVARAM,Sabbavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-S-RAYAVARAM,S.Rayavaram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANAKAPALLI,Anakapalli,ANDHRA-PRADESH-ANAKAPALLI-YELAMANCHILI,Yelamanchili,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-ANANTAPUR,Anantapur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-ATMAKUR,Atmakur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-BELUGUPPA,Beluguppa,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-BOMMANAHAL,Bommanahal,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-BRAHMASAMUDRAM,Brahmasamudram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-BUKKARAYA-SAMUDRAM,Bukkaraya Samudram,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-D-HIREHAL,D.Hirehal,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-GARLADINNE,Garladinne,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-GOOTY,Gooty,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-GUMMAGATTA,Gummagatta,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-GUNTAKAL,Guntakal,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-KALYANDURG,Kalyandurg,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-KAMBADUR,Kambadur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-KANEKAL,Kanekal,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-KUDAIR,Kudair,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-KUNDURPI,Kundurpi,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-NARPALA,Narpala,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-PAMIDI,Pamidi,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-PEDDAPAPPUR,Peddapappur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-PEDDAVADUGUR,Peddavadugur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-PUTLUR,Putlur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-RAPTADU,Raptadu,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-RAYADURG,Rayadurg,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-SETTUR,Settur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-SINGANAMALA,Singanamala,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-TADPATRI,Tadpatri,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-URAVAKONDA,Uravakonda,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-VAJRAKARUR,Vajrakarur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-VIDAPANAKAL,Vidapanakal,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-YADIKI,Yadiki,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANANTAPUR,Anantapur,ANDHRA-PRADESH-ANANTAPUR-YELLANUR,Yellanur,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANNAMAYYA,Annamayya,,,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANNAMAYYA,Annamayya,ANDHRA-PRADESH-ANNAMAYYA-B-KOTHAKOTA,B. Kothakota,,,,geo-postal-raw-citypopulation.csv
ANDHRA-PRADESH,Andhra Pradesh,ANDHRA-PRADESH-ANNAMAYYA,Annamayya,ANDHRA-PRADESH-ANNAMAYYA-CHINNAMANDEM,Chinnamandem,,,,geo-postal-raw-citypopulation.csv
